SA3	Region	Median Price	12M Growth (%)	Rent Change (%)	Yield (%)	Buy Affordability	Rent Affordability	10Y Growth (PA)	Latitude	Longitude
Burnside	Adelaide - Central and Hills	$1,496,250	15.48	7	2.29	15.84	42.97	9.070336391	-34.91980928	138.6631936
Burnside	Adelaide - Central and Hills	$659,450	8.34	13	3.88	5.29	24.30	9.070336391	-34.92028914	138.654344
Burnside	Adelaide - Central and Hills	$1,500,000	15.48	7	2.43	11.85	34.01	9.070336391	-34.92028914	138.654344
Norwood - Payneham - St Peters	Adelaide - Central and Hills	$1,178,666	14.41	11	2.93	13.25	38.78	10.23904382	-34.92186181	138.6193881
Norwood - Payneham - St Peters	Adelaide - Central and Hills	$1,000,000	27.79	12	3.05	10.91	39.36	10.23904382	-34.92186181	138.6193881
Adelaide Hills	Adelaide - Central and Hills	$980,000	3.35	9	2.46	8.15	20.04	7.8	-34.8573315	138.9048376
Adelaide Hills	Adelaide - Central and Hills	$980,000	3.35	9	2.46	8.98	22.08	7.8	-34.7440365	138.8692195
West Torrens	Adelaide - West	$958,000	15.56	10	3.40	11.30	38.39	10.8	-34.94449759	138.5772887
West Torrens	Adelaide - West	$467,100	16.86	13	5.14	5.17	31.42	10.8	-34.94449759	138.5772887
Murray and Mallee	South Australia - South East	$483,839	10.64	12	5.73	4.54	26.01	7.727272727	-34.55350505	139.1663622
Charles Sturt	Adelaide - West	$636,650	23.53	8	4.13	6.26	30.54	11.0042735	-34.91284549	138.5272193
Charles Sturt	Adelaide - West	$1,137,648	16.88	8	3.18	10.73	34.10	11.0042735	-34.91284549	138.5272193
Port Adelaide - East	Adelaide - North	$477,000	21.94	11	4.76	6.48	36.47	11.76315789	-34.85983093	138.5852872
Port Adelaide - East	Adelaide - North	$809,900	15.18	12	3.54	11.15	39.45	11.76315789	-34.85983093	138.5852872
Charles Sturt	Adelaide - West	$555,500	23.53	8	5.06	6.51	38.96	11.0042735	-34.88085095	138.5538303
Charles Sturt	Adelaide - West	$757,000	16.88	8	3.44	10.38	35.66	11.0042735	-34.88085095	138.5538303
Eyre Peninsula and South West	South Australia - Outback	$295,000	9.38	6	6.20	3.76	23.30	1.965811966	-33.13594809	136.4122732
Unley	Adelaide - Central and Hills	$550,000	19.04	9	5.00	5.09	30.05	8.908122503	-34.96221987	138.5920984
Unley	Adelaide - Central and Hills	$1,400,000	10.42	8	2.61	13.28	34.66	8.908122503	-34.96221987	138.5920984
Fleurieu - Kangaroo Island	South Australia - South East	$465,000	4.07	11	5.21	5.88	30.67	8.906942393	-35.65741306	137.6108878
Fleurieu - Kangaroo Island	South Australia - South East	$210,000	15.66	0	0.00	0.00	25.39	8.906942393	-35.65741306	137.6108878
Murray and Mallee	South Australia - South East	$429,000	10.64	12	8.32	2.59	21.53	7.727272727	-34.2144246	140.3078474
Holdfast Bay	Adelaide - South	$637,130	16.82	6	3.83	5.49	24.87	12.00079713	-35.03864211	138.5185197
Holdfast Bay	Adelaide - South	$1,212,750	9.52	6	2.60	11.07	28.78	12.00079713	-35.03864211	138.5185197
Limestone Coast	South Australia - South East	$550,000	5.45	11	4.51	5.90	26.64	7.221633086	-36.8416444	139.9091029
Limestone Coast	South Australia - South East	$276,450	16.07	7	1.84	8.25	17.94	7.221633086	-36.8416444	139.9091029
Mitcham	Adelaide - South	$583,150	14.13	13	3.70	5.78	25.29	10.54577465	-34.9712929	138.6135579
Mitcham	Adelaide - South	$1,400,000	22.84	7	2.02	13.92	33.19	10.54577465	-34.9712929	138.6135579
Port Adelaide - East	Adelaide - North	$890,430	15.18	12	3.54	9.97	35.24	11.76315789	-34.87799802	138.6376432
Port Adelaide - East	Adelaide - North	$490,000	21.94	11	4.49	5.69	30.24	11.76315789	-34.87799802	138.6376432
Limestone Coast	South Australia - South East	$549,000	5.45	11	2.80	6.85	19.20	7.221633086	-37.9194217	140.5425141
Mid North	Barossa - Yorke - Mid North	$322,420	22.50	10	5.46	3.89	21.22	3.172043011	-33.54818157	138.3338106
Eyre Peninsula and South West	South Australia - Outback	$525,000	9.38	6	7.43	5.73	50.36	1.965811966	-31.90448228	133.4491082
Barossa	Barossa - Yorke - Mid North	$495,000	17.76	9	5.31	4.59	24.36	10.32258065	-34.51571499	138.5206933
Gawler - Two Wells	Adelaide - North	$640,000	18.73	17	4.49	5.77	25.92	9.02403496	-34.64295541	138.7057924
Fleurieu - Kangaroo Island	South Australia - South East	$663,000	4.07	11	2.78	5.44	15.13	8.906942393	-35.21580705	138.6790923
West Torrens	Adelaide - West	$849,212	15.56	10	3.87	9.32	42.59	10.8	-34.95224553	138.5673614
West Torrens	Adelaide - West	$401,250	16.86	13	5.73	4.03	27.34	10.8	-34.95224553	138.5673614
Limestone Coast	South Australia - South East	$295,000	5.45	11	5.46	4.11	22.40	7.221633086	-36.85936309	140.9011034
Murray and Mallee	South Australia - South East	$250,000	10.64	12	9.58	2.27	21.70	7.727272727	-35.27723416	140.4591359
Fleurieu - Kangaroo Island	South Australia - South East	$663,000	4.07	11	2.78	8.35	23.24	8.906942393	-35.30010591	139.0630245
Port Adelaide - West	Adelaide - West	$585,000	26.30	16	4.29	4.92	24.92	10.91383812	-34.82756454	138.495327
Port Adelaide - West	Adelaide - West	$911,550	15.67	10	3.08	8.72	26.90	10.91383812	-34.82756454	138.495327
Port Adelaide - West	Adelaide - West	$590,000	26.30	16	4.32	6.07	30.98	10.91383812	-34.8171186	138.5005432
Port Adelaide - West	Adelaide - West	$850,500	15.67	10	3.78	8.31	31.44	10.91383812	-34.8171186	138.5005432
Mid North	Barossa - Yorke - Mid North	$275,000	22.50	10	6.86	3.90	26.78	3.172043011	-33.16517072	138.295689
Burnside	Adelaide - Central and Hills	$675,000	8.34	13	4.66	5.57	30.71	9.070336391	-34.92982874	138.6550455
Burnside	Adelaide - Central and Hills	$1,700,000	15.48	7	2.44	15.37	44.30	9.070336391	-34.92982874	138.6550455
Lower North	Barossa - Yorke - Mid North	$584,000	20.00	21	5.56	4.07	22.66	7.333333333	-33.99110949	138.6492759
Adelaide Hills	Adelaide - Central and Hills	$795,000	3.35	9	3.57	6.62	23.63	7.8	-34.92309265	138.8309624
Gawler - Two Wells	Adelaide - North	$914,450	18.73	17	4.33	6.85	29.66	9.02403496	-34.61026678	138.5928389
Barossa	Barossa - Yorke - Mid North	$679,000	17.76	9	4.14	6.53	27.07	10.32258065	-34.46930117	139.0276513
Port Adelaide - East	Adelaide - North	$816,900	15.18	12	4.35	6.29	27.36	11.76315789	-34.8619151	138.6274419
Port Adelaide - East	Adelaide - North	$649,000	21.94	11	4.88	5.43	31.32	11.76315789	-34.8619151	138.6274419
Burnside	Adelaide - Central and Hills	$675,000	8.34	13	4.66	4.98	27.47	9.070336391	-34.9434564	138.6472788
Burnside	Adelaide - Central and Hills	$1,500,000	15.48	7	2.47	13.58	39.62	9.070336391	-34.9434564	138.6472788
Eyre Peninsula and South West	South Australia - Outback	$520,000	9.38	6	5.75	5.07	34.48	1.965811966	-34.2484032	136.1582026
Adelaide Hills	Adelaide - Central and Hills	$773,000	3.35	9	3.69	6.59	24.32	7.8	-35.03683015	138.8633715
Adelaide Hills	Adelaide - Central and Hills	$595,000	16.00	16	3.79	6.28	28.12	7.8	-34.90083931	138.8646373
Adelaide Hills	Adelaide - Central and Hills	$715,849	3.35	9	3.95	7.29	28.76	7.8	-34.90083931	138.8646373
Limestone Coast	South Australia - South East	$295,000	5.45	11	5.46	2.09	11.40	7.221633086	-36.82084454	140.550131
Lower North	Barossa - Yorke - Mid North	$400,000	20.00	21	4.75	6.19	29.40	7.333333333	-33.91949026	138.1361692
Eyre Peninsula and South West	South Australia - Outback	$275,000	9.38	6	8.56	2.46	21.05	1.965811966	-33.60752944	135.7321918
West Torrens	Adelaide - West	$1,194,420	15.56	10	2.99	10.44	31.22	10.8	-34.92446811	138.5330968
West Torrens	Adelaide - West	$446,900	16.86	13	4.51	4.39	23.43	10.8	-34.92446811	138.5330968
Adelaide Hills	Adelaide - Central and Hills	$1,087,560	3.35	9	3.84	6.52	25.02	7.8	-35.04472284	138.7235423
Eyre Peninsula and South West	South Australia - Outback	$520,000	9.38	6	5.75	6.38	43.34	1.965811966	-34.53381941	135.9057305
Murray and Mallee	South Australia - South East	$390,040	10.64	12	4.99	4.30	21.46	7.727272727	-34.29840384	140.4182482
Adelaide Hills	Adelaide - Central and Hills	$980,000	3.35	9	2.46	7.62	22.14	7.8	-34.79469353	138.7822467
Fleurieu - Kangaroo Island	South Australia - South East	$655,000	4.07	11	4.01	6.06	24.27	8.906942393	-35.51220442	138.5580238
Barossa	Barossa - Yorke - Mid North	$495,000	17.76	9	5.31	4.65	24.68	10.32258065	-34.53252032	138.4008496
Mitcham	Adelaide - South	$1,400,000	22.84	7	2.24	12.01	26.88	10.54577465	-34.98144229	138.6059184
Mitcham	Adelaide - South	$583,150	14.13	13	3.70	5.37	23.47	10.54577465	-34.98144229	138.6059184
Murray and Mallee	South Australia - South East	$399,500	10.64	12	5.14	5.23	26.88	7.727272727	-34.47493312	140.5846891
Murray and Mallee	South Australia - South East	$295,000	34.00	8	0.00	0.00	28.35	7.727272727	-34.47493312	140.5846891
Murray and Mallee	South Australia - South East	$405,000	10.64	12	5.27	3.90	20.57	7.727272727	-34.41144838	140.6242644
Limestone Coast	South Australia - South East	$295,000	5.45	11	5.46	3.78	20.63	7.221633086	-37.02283899	140.3644641
Barossa	Barossa - Yorke - Mid North	$685,000	17.76	9	3.99	6.63	26.43	10.32258065	-34.58774867	138.8816198
Mitcham	Adelaide - South	$1,425,000	22.84	7	2.42	9.29	26.55	10.54577465	-34.99711621	138.6076164
Murray and Mallee	South Australia - South East	$475,000	10.64	12	5.88	6.36	37.45	7.727272727	-34.27128044	140.6821508
Adelaide Hills	Adelaide - Central and Hills	$825,880	3.35	9	3.17	7.90	25.03	7.8	-35.17661212	138.8470938
Playford	Adelaide - North	$650,000	22.58	16	4.69	6.37	29.87	12.8	-34.66863631	138.6417667
Campbelltown (SA)	Adelaide - Central and Hills	$654,000	21.51	18	4.25	6.09	30.63	10.82018927	-34.90802354	138.6757349
Campbelltown (SA)	Adelaide - Central and Hills	$1,190,000	17.86	8	3.10	10.97	40.22	10.82018927	-34.90802354	138.6757349
Yorke Peninsula	Barossa - Yorke - Mid North	$450,000	18.92	7	5.20	5.26	27.38	6.603773585	-34.35440993	137.6705123
Barossa	Barossa - Yorke - Mid North	$541,063	17.76	9	4.73	5.24	24.76	10.32258065	-34.44589411	138.502429
Unley	Adelaide - Central and Hills	$680,000	19.04	9	4.11	4.10	19.96	8.908122503	-34.95903453	138.6122611
Unley	Adelaide - Central and Hills	$1,675,000	10.42	8	2.45	11.39	27.87	8.908122503	-34.95903453	138.6122611
Port Adelaide - East	Adelaide - North	$455,000	21.94	11	4.88	3.96	22.83	11.76315789	-34.87781887	138.6221536
Port Adelaide - East	Adelaide - North	$879,000	15.18	12	3.77	7.06	26.60	11.76315789	-34.87781887	138.6221536
Murray and Mallee	South Australia - South East	$0	34.00	8	0.00	4.85	0.00	7.727272727	-34.85460204	139.3544707
Murray and Mallee	South Australia - South East	$492,500	10.64	12	6.39	6.92	44.24	7.727272727	-34.85460204	139.3544707
Lower North	Barossa - Yorke - Mid North	$584,000	20.00	21	5.56	5.08	28.26	7.333333333	-33.99510862	138.8031769
Port Adelaide - West	Adelaide - West	$799,000	15.67	10	4.11	8.89	36.50	10.91383812	-34.85645382	138.5518472
Port Adelaide - West	Adelaide - West	$551,200	26.30	16	4.99	5.85	34.53	10.91383812	-34.85645382	138.5518472
Norwood - Payneham - St Peters	Adelaide - Central and Hills	$540,350	27.79	12	4.95	5.62	32.94	10.23904382	-34.89241532	138.6339366
Norwood - Payneham - St Peters	Adelaide - Central and Hills	$1,100,000	14.41	11	2.84	12.76	36.21	10.23904382	-34.89241532	138.6339366
Marion	Adelaide - South	$1,250,000	13.81	10	2.50	10.50	26.29	10.04545455	-35.05001152	138.5157816
Marion	Adelaide - South	$583,150	17.35	9	5.20	6.55	40.26	10.04545455	-35.00627475	138.5534972
Marion	Adelaide - South	$1,036,800	13.81	10	3.45	11.31	39.00	10.04545455	-35.00627475	138.5534972
Yorke Peninsula	Barossa - Yorke - Mid North	$465,000	18.92	7	5.17	7.80	40.37	6.603773585	-35.16960687	137.0220811
West Torrens	Adelaide - West	$467,100	16.86	13	5.14	5.22	31.73	10.8	-34.94526482	138.5623879
West Torrens	Adelaide - West	$881,400	15.56	10	3.89	9.98	38.76	10.8	-34.94526482	138.5623879
Lower North	Barossa - Yorke - Mid North	$584,000	20.00	21	5.56	5.20	28.94	7.333333333	-34.1354563	138.8800982
Norwood - Payneham - St Peters	Adelaide - Central and Hills	$813,200	27.79	12	4.20	6.99	34.72	10.23904382	-34.9286777	138.6460398
Norwood - Payneham - St Peters	Adelaide - Central and Hills	$1,178,666	14.41	11	2.93	11.01	32.25	10.23904382	-34.9286777	138.6460398
Onkaparinga	Adelaide - South	$829,000	12.62	10	3.78	9.31	35.24	11.46627566	-35.23129109	138.4815122
Salisbury	Adelaide - North	$802,500	18.10	12	3.90	6.71	26.15	12.45901639	-34.80822718	138.6107165
Salisbury	Adelaide - North	$498,200	19.51	14	5.60	4.05	26.80	12.45901639	-34.80822718	138.6107165
Norwood - Payneham - St Peters	Adelaide - Central and Hills	$599,000	27.79	12	4.15	5.34	26.20	10.23904382	-34.91158156	138.6367272
Norwood - Payneham - St Peters	Adelaide - Central and Hills	$1,430,000	14.41	11	2.28	13.76	37.12	10.23904382	-34.91158156	138.6367272
Fleurieu - Kangaroo Island	South Australia - South East	$480,000	15.66	0	3.68	8.00	34.79	8.906942393	-35.53566258	138.6317476
Fleurieu - Kangaroo Island	South Australia - South East	$695,250	4.07	11	4.73	9.78	46.23	8.906942393	-35.53566258	138.6317476
Onkaparinga	Adelaide - South	$799,000	12.62	10	3.33	7.10	23.63	11.46627566	-35.19944621	138.6092175
Onkaparinga	Adelaide - South	$520,000	20.29	18	4.37	7.41	38.32	11.46627566	-35.20536583	138.533375
Onkaparinga	Adelaide - South	$849,000	12.62	10	3.35	10.81	36.22	11.46627566	-35.20536583	138.533375
Adelaide Hills	Adelaide - Central and Hills	$785,000	3.35	9	3.94	6.33	24.97	7.8	-35.17340148	138.7498893
Prospect - Walkerville	Adelaide - Central and Hills	$1,377,000	16.82	9	2.92	5.33	15.56	11.06384723	-34.89768872	138.6038314
Prospect - Walkerville	Adelaide - Central and Hills	$1,290,000	16.82	9	2.26	7.54	17.05	11.06384723	-34.89212193	138.6060467
Mid North	Barossa - Yorke - Mid North	$250,000	22.50	10	7.02	2.30	16.12	3.172043011	-32.80613745	138.2023362
Mitcham	Adelaide - South	$547,230	14.13	13	4.49	5.35	28.43	10.54577465	-34.98524825	138.5787461
Mitcham	Adelaide - South	$1,088,100	22.84	7	2.91	10.94	31.79	10.54577465	-34.98524825	138.5787461
Murray and Mallee	South Australia - South East	$520,000	10.64	12	2.56	10.34	26.48	7.727272727	-35.73024894	139.3904104
Fleurieu - Kangaroo Island	South Australia - South East	$936,360	4.07	11	3.61	8.80	31.79	8.906942393	-35.48396286	138.7085032
Limestone Coast	South Australia - South East	$549,000	5.45	11	2.80	5.12	16.98	7.221633086	-37.77812337	140.8652907
Fleurieu - Kangaroo Island	South Australia - South East	$663,000	4.07	11	2.78	16.30	45.34	8.906942393	-35.37767389	138.969852
West Torrens	Adelaide - West	$763,000	16.86	13	3.75	6.27	27.81	10.8	-34.9260503	138.5694892
West Torrens	Adelaide - West	$1,082,015	15.56	10	3.34	9.23	30.87	10.8	-34.9260503	138.5694892
Limestone Coast	South Australia - South East	$205,000	16.07	7	4.95	3.48	20.41	7.221633086	-37.60411232	140.3307794
Limestone Coast	South Australia - South East	$369,950	5.45	11	5.05	5.64	28.48	7.221633086	-37.60411232	140.3307794
Unley	Adelaide - Central and Hills	$1,400,000	10.42	8	2.61	7.71	20.13	8.908122503	-34.95737198	138.5897021
Unley	Adelaide - Central and Hills	$550,000	19.04	9	5.00	2.95	17.45	8.908122503	-34.95737198	138.5897021
Yorke Peninsula	Barossa - Yorke - Mid North	$450,000	18.92	7	5.20	5.75	29.91	6.603773585	-34.80608158	137.5585246
Eyre Peninsula and South West	South Australia - Outback	$275,000	9.38	6	8.56	2.46	21.07	1.965811966	-32.81358591	135.121889
Lower North	Barossa - Yorke - Mid North	$584,000	20.00	21	5.56	4.07	22.66	7.333333333	-33.93518616	138.7655023
Mitcham	Adelaide - South	$583,150	14.13	13	3.70	5.50	24.05	10.54577465	-34.98316516	138.6235529
Mitcham	Adelaide - South	$1,400,000	22.84	7	2.77	12.22	40.08	10.54577465	-34.98316516	138.6235529
Marion	Adelaide - South	$593,850	17.35	9	4.68	7.78	43.10	10.04545455	-35.00545888	138.562448
Marion	Adelaide - South	$829,500	13.81	10	3.88	11.64	53.45	10.04545455	-35.00545888	138.562448
Onkaparinga	Adelaide - South	$565,000	20.29	18	3.06	8.23	29.74	11.46627566	-35.20725413	138.4747185
Onkaparinga	Adelaide - South	$803,750	12.62	10	3.80	8.18	31.11	11.46627566	-35.20725413	138.4747185
Barossa	Barossa - Yorke - Mid North	$677,200	17.76	9	3.94	6.21	24.48	10.32258065	-34.46131138	139.1160301
Tea Tree Gully	Adelaide - North	$590,000	16.99	14	5.37	6.45	40.98	11.08108108	-34.83628176	138.687871
Tea Tree Gully	Adelaide - North	$741,200	15.56	9	4.11	9.21	37.81	11.08108108	-34.83628176	138.687871
Tea Tree Gully	Adelaide - North	$530,400	16.99	14	4.56	5.89	31.79	11.08108108	-34.81134036	138.685517
Tea Tree Gully	Adelaide - North	$787,148	15.56	9	4.03	8.01	32.26	11.08108108	-34.81134036	138.685517
Tea Tree Gully	Adelaide - North	$530,400	16.99	14	4.56	5.81	31.33	11.08108108	-34.82341827	138.6810357
Tea Tree Gully	Adelaide - North	$766,500	15.56	9	4.22	7.54	31.79	11.08108108	-34.82341827	138.6810357
Murray and Mallee	South Australia - South East	$610,000	10.64	12	3.58	6.74	24.15	7.727272727	-35.08453426	139.1209372
Murray and Mallee	South Australia - South East	$610,000	10.64	12	3.58	5.59	20.02	7.727272727	-35.18132783	139.1299854
Murray and Mallee	South Australia - South East	$390,040	10.64	12	4.99	3.99	19.89	7.727272727	-34.20175941	140.5717023
Limestone Coast	South Australia - South East	$380,000	5.45	11	4.56	4.46	20.30	7.221633086	-37.4061611	140.7387476
Adelaide Hills	Adelaide - Central and Hills	$1,100,000	3.35	9	3.00	9.89	29.71	7.8	-34.88433141	138.7581241
Yorke Peninsula	Barossa - Yorke - Mid North	$569,000	18.92	7	4.48	10.54	47.18	6.603773585	-34.06910403	137.5888533
Yorke Peninsula	Barossa - Yorke - Mid North	$578,000	18.92	7	4.40	7.64	33.56	6.603773585	-34.05388003	137.5705025
Yorke Peninsula	Barossa - Yorke - Mid North	$569,000	18.92	7	4.48	7.17	37.99	6.603773585	-34.08187954	137.6081384
Limestone Coast	South Australia - South East	$549,000	5.45	11	2.80	5.72	16.02	7.221633086	-37.86762022	140.6863719
Murray and Mallee	South Australia - South East	$429,000	10.64	12	8.32	2.79	23.21	7.727272727	-34.27636796	140.3090746
Murray and Mallee	South Australia - South East	$429,000	10.64	12	8.32	2.96	24.67	7.727272727	-34.3055978	140.3481592
Murray and Mallee	South Australia - South East	$375,000	10.64	12	5.53	6.99	38.59	7.727272727	-34.09624455	139.6405649
Onkaparinga	Adelaide - South	$545,010	20.29	18	4.22	7.19	35.86	11.46627566	-35.12032299	138.5285291
Onkaparinga	Adelaide - South	$700,600	12.62	10	4.30	9.02	38.79	11.46627566	-35.12032299	138.5285291
Marion	Adelaide - South	$590,000	17.35	9	4.27	7.01	35.36	10.04545455	-34.98405263	138.5431266
Marion	Adelaide - South	$884,000	13.81	10	3.80	10.24	45.97	10.04545455	-34.98405263	138.5431266
Fleurieu - Kangaroo Island	South Australia - South East	$663,000	4.07	11	2.78	6.91	22.73	8.906942393	-35.42221482	138.6827863
Adelaide Hills	Adelaide - Central and Hills	$499,000	16.00	16	4.74	5.61	31.40	7.8	-35.08175356	138.8651732
Adelaide Hills	Adelaide - Central and Hills	$724,692	3.35	9	4.30	6.91	29.68	7.8	-35.08175356	138.8651732
Adelaide Hills	Adelaide - Central and Hills	$825,880	3.35	9	3.17	4.19	13.27	7.8	-35.09197832	138.9209483
Limestone Coast	South Australia - South East	$550,000	5.45	11	4.51	4.77	21.50	7.221633086	-37.10721258	139.9036214
Lower North	Barossa - Yorke - Mid North	$369,000	20.00	21	5.89	6.78	39.90	7.333333333	-33.5501999	138.9062254
Limestone Coast	South Australia - South East	$530,000	5.45	11	3.68	8.00	29.42	7.221633086	-37.54385014	140.4434343
Fleurieu - Kangaroo Island	South Australia - South East	$727,947	4.07	11	4.11	6.53	26.83	8.906942393	-35.36285339	138.5943749
Barossa	Barossa - Yorke - Mid North	$677,200	17.76	9	3.94	5.47	21.58	10.32258065	-34.72371078	138.9895897
Limestone Coast	South Australia - South East	$290,000	16.07	7	5.11	4.14	25.06	7.221633086	-37.82617406	140.7823061
Limestone Coast	South Australia - South East	$481,520	5.45	11	4.91	6.18	30.38	7.221633086	-37.82617406	140.7823061
Adelaide Hills	Adelaide - Central and Hills	$1,087,560	3.35	9	3.84	6.34	24.33	7.8	-34.99160977	138.7646638
Fleurieu - Kangaroo Island	South Australia - South East	$663,000	4.07	11	2.78	7.77	21.61	8.906942393	-35.42368315	138.6342583
Limestone Coast	South Australia - South East	$295,000	5.45	11	5.46	2.56	13.97	7.221633086	-37.00087342	140.7845314
Burnside	Adelaide - Central and Hills	$1,672,680	15.48	7	2.60	9.37	24.36	9.070336391	-34.9643808	138.6596777
Barossa	Barossa - Yorke - Mid North	$677,200	17.76	9	3.94	7.14	28.17	10.32258065	-34.76318047	139.0656174
Limestone Coast	South Australia - South East	$549,000	5.45	11	2.80	5.83	19.31	7.221633086	-37.94711608	140.7020451
Adelaide Hills	Adelaide - Central and Hills	$980,000	3.35	9	2.46	9.44	23.19	7.8	-34.87368983	138.9661723
Eyre Peninsula and South West	South Australia - Outback	$313,600	9.38	6	6.79	2.53	20.32	1.965811966	-33.05801454	137.5263387
Lower North	Barossa - Yorke - Mid North	$400,000	20.00	21	4.75	6.96	33.04	7.333333333	-33.63136337	138.1026282
Limestone Coast	South Australia - South East	$297,440	5.45	11	7.28	2.43	17.71	7.221633086	-36.39498008	140.6775976
Playford	Adelaide - North	$496,480	16.36	8	4.88	6.33	36.47	12.8	-34.66803496	138.6884608
Playford	Adelaide - North	$532,500	22.58	16	4.68	7.91	43.76	12.8	-34.66803496	138.6884608
Playford	Adelaide - North	$650,000	22.58	16	4.69	6.43	35.67	12.8	-34.64963666	138.6875128
Playford	Adelaide - North	$498,800	16.36	8	4.78	5.09	28.72	12.8	-34.65861214	138.6686309
Playford	Adelaide - North	$595,000	22.58	16	4.59	6.23	33.82	12.8	-34.65861214	138.6686309
Murray and Mallee	South Australia - South East	$375,000	10.64	12	5.53	5.88	32.49	7.727272727	-34.20705055	139.6908869
Murray and Mallee	South Australia - South East	$250,000	34.00	8	3.27	7.20	27.86	7.727272727	-35.12934319	139.2611927
Murray and Mallee	South Australia - South East	$493,000	10.64	12	4.93	7.69	37.87	7.727272727	-35.12934319	139.2611927
Murray and Mallee	South Australia - South East	$490,000	10.64	12	4.88	5.42	26.45	7.727272727	-35.11789523	139.3085507
Murray and Mallee	South Australia - South East	$610,000	10.64	12	3.58	8.51	30.46	7.727272727	-35.07684533	139.268393
Murray and Mallee	South Australia - South East	$490,000	10.64	12	4.88	4.01	19.53	7.727272727	-35.16499519	139.2745439
Murray and Mallee	South Australia - South East	$475,000	10.64	12	5.88	3.71	21.83	7.727272727	-34.07479586	140.8529123
Adelaide Hills	Adelaide - Central and Hills	$1,087,560	3.35	9	3.84	7.70	29.53	7.8	-35.04812568	138.7596373
Murray and Mallee	South Australia - South East	$610,000	10.64	12	3.58	8.09	28.97	7.727272727	-35.03091246	139.3159315
Fleurieu - Kangaroo Island	South Australia - South East	$649,000	4.07	11	4.06	6.80	27.62	8.906942393	-35.40290414	138.4598808
Unley	Adelaide - Central and Hills	$680,000	19.04	9	4.11	6.47	31.49	8.908122503	-34.96040587	138.6338672
Unley	Adelaide - Central and Hills	$1,400,000	10.42	8	2.80	15.70	51.99	8.908122503	-34.96040587	138.6338672
Prospect - Walkerville	Adelaide - Central and Hills	$1,290,000	16.82	9	2.26	10.90	24.64	11.06384723	-34.88494688	138.6055676
Prospect - Walkerville	Adelaide - Central and Hills	$485,000	20.00	16	4.24	4.60	23.07	11.06384723	-34.88494688	138.6055676
Adelaide Hills	Adelaide - Central and Hills	$727,600	3.35	9	3.95	6.87	27.14	7.8	-35.03301719	138.9143325
Fleurieu - Kangaroo Island	South Australia - South East	$663,000	4.07	11	2.78	8.84	29.06	8.906942393	-35.3405554	138.6789491
Limestone Coast	South Australia - South East	$380,000	5.45	11	4.56	6.60	30.07	7.221633086	-37.54333817	140.8830806
Mid North	Barossa - Yorke - Mid North	$322,420	22.50	10	5.46	4.22	23.01	3.172043011	-33.16830156	138.126507
Limestone Coast	South Australia - South East	$285,000	16.07	7	4.57	3.43	18.57	7.221633086	-36.94487359	140.7483661
Limestone Coast	South Australia - South East	$390,000	5.45	11	4.55	4.74	21.56	7.221633086	-36.94487359	140.7483661
Murray and Mallee	South Australia - South East	$410,000	10.64	12	6.65	4.86	32.33	7.727272727	-35.58380035	139.1708431
Mid North	Barossa - Yorke - Mid North	$322,420	22.50	10	5.46	3.90	21.29	3.172043011	-33.12568671	138.1184547
Fleurieu - Kangaroo Island	South Australia - South East	$495,000	4.07	11	5.42	6.69	36.24	8.906942393	-35.74584799	137.6721094
Mitcham	Adelaide - South	$1,425,000	22.84	7	2.42	9.31	26.61	10.54577465	-34.96945205	138.622416
Mitcham	Adelaide - South	$583,150	14.13	13	3.70	4.33	18.92	10.54577465	-34.96945205	138.622416
West Torrens	Adelaide - West	$467,100	16.86	13	5.14	5.55	33.76	10.8	-34.9487987	138.5491737
West Torrens	Adelaide - West	$937,029	15.56	10	3.37	11.29	45.01	10.8	-34.9487987	138.5491737
Port Adelaide - West	Adelaide - West	$590,000	26.30	16	6.33	5.04	37.71	10.91383812	-34.84571349	138.4949993
Yorke Peninsula	Barossa - Yorke - Mid North	$539,000	18.92	7	14.44	2.16	31.17	6.603773585	-33.95580615	137.6967741
Campbelltown (SA)	Adelaide - Central and Hills	$909,500	17.86	8	3.47	9.76	33.83	10.82018927	-34.88215955	138.6827081
Campbelltown (SA)	Adelaide - Central and Hills	$680,000	21.51	18	5.03	6.40	38.06	10.82018927	-34.88215955	138.6827081
Murray and Mallee	South Australia - South East	$483,839	10.64	12	5.73	7.37	42.23	7.727272727	-34.7091958	139.6661946
Onkaparinga	Adelaide - South	$570,000	20.29	18	4.38	8.17	42.29	11.46627566	-35.14101114	138.4960678
Onkaparinga	Adelaide - South	$570,000	20.29	18	4.38	7.80	40.37	11.46627566	-35.15887031	138.5015706
Onkaparinga	Adelaide - South	$730,000	12.62	10	3.88	10.26	39.83	11.46627566	-35.15887031	138.5015706
Fleurieu - Kangaroo Island	South Australia - South East	$304,000	15.66	0	5.30	4.95	31.06	8.906942393	-35.46467184	138.3086435
Fleurieu - Kangaroo Island	South Australia - South East	$690,000	4.07	11	3.77	11.24	42.37	8.906942393	-35.46467184	138.3086435
Adelaide City	Adelaide - Central and Hills	$990,810	17.51	8	4.68	5.23	28.92	2.647058824	-34.90904911	138.5948505
Adelaide City	Adelaide - Central and Hills	$1,365,000	-0.92	13	3.20	10.54	39.90	2.647058824	-34.90904911	138.5948505
Yorke Peninsula	Barossa - Yorke - Mid North	$597,162	18.92	7	4.42	6.82	35.68	6.603773585	-33.90345981	137.6340273
