SA3	Region	Median Price	12M Growth (%)	Rent Change (%)	Yield (%)	Buy Affordability	Rent Affordability	10Y Growth (PA)	Latitude	Longitude
Fairfield	Sydney - South West	$1,550,000	14.68	14	2.85	9.62	27.43	11.39495079	-33.86495001	150.8619128
Canada Bay	Sydney - Inner West	$1,368,990	5.77	8	3.24	8.98	29.15	11.57509158	-33.85047846	151.1291085
Canada Bay	Sydney - Inner West	$3,353,200	9.07	11	1.86	23.86	52.59	11.57509158	-33.85047846	151.1291085
Bathurst	Central West	$699,000	3.94	3	4.01	4.99	19.97	8.857142857	-33.39203397	149.5617101
Lower Hunter	Hunter Valley exc Newcastle	$475,000	3.37	11	4.82	6.17	29.74	9.696969697	-32.8392211	151.3702624
Lower Hunter	Hunter Valley exc Newcastle	$599,000	4.84	9	4.42	7.80	34.48	9.696969697	-32.8392211	151.3702624
Upper Hunter	Hunter Valley exc Newcastle	$490,000	10.53	4	5.20	5.93	30.84	6.457680251	-32.17051902	150.9043951
Upper Hunter	Hunter Valley exc Newcastle	$339,000	-1.21	3	7.55	2.12	16.01	6.457680251	-32.17051902	150.9043951
Maitland	Hunter Valley exc Newcastle	$520,000	-1.92	7	4.60	3.94	18.12	9.513718144	-32.69363045	151.5321268
Maitland	Hunter Valley exc Newcastle	$780,000	4.90	7	4.21	5.76	28.64	9.513718144	-32.69363045	151.5321268
Lower Hunter	Hunter Valley exc Newcastle	$440,000	3.37	11	4.96	4.94	24.51	9.696969697	-32.8231258	151.4357023
Lower Hunter	Hunter Valley exc Newcastle	$659,000	4.84	9	4.29	7.07	30.35	9.696969697	-32.8231258	151.4357023
Lower Hunter	Hunter Valley exc Newcastle	$788,144	4.84	9	3.36	6.68	22.48	9.696969697	-32.88592649	151.4023717
Blacktown - North	Sydney - Blacktown	$1,011,350	7.68	9	3.83	5.41	20.72	11.16788321	-33.73420838	150.9139982
Blacktown - North	Sydney - Blacktown	$1,300,000	5.76	8	2.94	7.71	26.82	11.16788321	-33.73420838	150.9139982
Snowy Mountains	Capital Region	$545,000	-6.09	8	5.31	8.35	44.32	10.76923077	-36.00736563	148.8137854
Newcastle	Newcastle and Lake Macquarie	$750,000	6.15	6	4.40	5.64	24.81	10.21978022	-32.93935182	151.7258633
Newcastle	Newcastle and Lake Macquarie	$1,011,150	6.36	5	3.22	9.45	36.00	10.21978022	-32.93935182	151.7258633
Newcastle	Newcastle and Lake Macquarie	$751,900	6.15	6	4.63	4.48	20.73	10.21978022	-32.94869894	151.7107107
Newcastle	Newcastle and Lake Macquarie	$1,100,000	6.36	5	3.32	8.22	32.26	10.21978022	-32.94869894	151.7107107
Tumut - Tumbarumba	Riverina	$495,000	5.62	8	5.06	5.13	25.92	10.4570185	-35.30690108	148.0735376
Richmond - Windsor	Sydney - Outer West and Blue Mountains	$1,950,000	6.36	11	2.08	13.25	27.57	8.585858586	-33.61605365	150.7083034
Campbelltown (NSW)	Sydney - Outer South West	$838,000	8.16	11	3.92	12.58	58.26	10.20357942	-34.08589964	150.8331132
Campbelltown (NSW)	Sydney - Outer South West	$539,000	5.54	9	3.77	10.68	40.31	10.20357942	-34.08589964	150.8331132
South Coast	Capital Region	$995,000	0.62	5	3.58	16.70	59.78	11.80602007	-36.34956999	150.0788114
Kiama - Shellharbour	Illawarra	$739,000	5.04	5	4.36	6.21	27.05	12.16494845	-34.58255032	150.7760664
Kiama - Shellharbour	Illawarra	$880,000	9.14	7	4.11	7.22	29.67	12.16494845	-34.58255032	150.7760664
Kiama - Shellharbour	Illawarra	$690,000	5.04	5	4.67	7.32	34.16	12.16494845	-34.56163628	150.7906842
Kiama - Shellharbour	Illawarra	$819,000	9.14	7	3.90	9.45	43.59	12.16494845	-34.56163628	150.7906842
Albury	Murray	$457,660	4.69	6	4.32	4.58	19.81	8.401785714	-36.07317778	146.9131409
Albury	Murray	$825,000	1.03	9	3.86	7.11	27.47	8.401785714	-36.07317778	146.9131409
Kempsey - Nambucca	Mid North Coast	$499,200	-2.22	6	5.76	5.52	31.83	12	-31.07262607	152.769596
Lachlan Valley	Central West	$290,000	7.69	8	6.93	2.16	15.01	9.534883721	-32.91336798	148.2617484
Sydney Inner City	Sydney - City and Inner South	$875,000	1.62	9	4.45	5.70	25.33	7.774774775	-33.90809234	151.1920458
Sydney Inner City	Sydney - City and Inner South	$2,200,000	4.39	10	2.57	13.63	41.45	7.774774775	-33.90809234	151.1920458
Sutherland - Menai - Heathcote	Sydney - Sutherland	$1,905,500	7.59	11	3.28	10.41	40.42	9.141104294	-33.98782377	151.023509
Lower Hunter	Hunter Valley exc Newcastle	$775,000	4.84	9	3.62	9.34	33.83	9.696969697	-32.43393721	151.7734435
Warringah	Sydney - Northern Beaches	$964,600	8.00	11	3.62	5.66	20.48	11.07925801	-33.77018201	151.2485599
Warringah	Sydney - Northern Beaches	$2,600,000	5.00	6	2.54	14.38	43.25	11.07925801	-33.77018201	151.2485599
Kogarah - Rockdale	Sydney - Inner South West	$785,200	7.69	5	4.39	7.06	30.99	9.050025265	-33.97292007	151.1138096
Kogarah - Rockdale	Sydney - Inner South West	$1,887,000	10.88	6	2.26	17.52	46.79	9.050025265	-33.97292007	151.1138096
Kempsey - Nambucca	Mid North Coast	$812,400	-2.22	6	3.25	13.71	52.69	12	-30.81867295	152.8102021
Great Lakes	Mid North Coast	$625,000	1.74	9	4.19	8.31	34.86	12.27056424	-32.54439102	151.9455463
Southern Highlands	Southern Highlands and Shoalhaven	$920,000	-8.58	6	3.69	6.00	22.15	9.670570313	-34.41058769	150.532416
Richmond Valley - Coastal	Richmond - Tweed	$950,000	9.09	8	3.79	8.22	31.12	12.01834862	-28.79534257	153.4438045
Richmond Valley - Coastal	Richmond - Tweed	$580,000	0.66	3	4.43	7.56	33.52	12.01834862	-28.8386283	153.4525558
Richmond Valley - Coastal	Richmond - Tweed	$880,000	9.09	8	3.63	11.53	41.90	12.01834862	-28.8386283	153.4525558
Campbelltown (NSW)	Sydney - Outer South West	$800,000	8.16	11	3.56	9.80	41.23	10.20357942	-34.08884774	150.7971018
Campbelltown (NSW)	Sydney - Outer South West	$630,000	5.54	9	3.44	7.73	26.59	10.20357942	-34.08884774	150.7971018
South Coast	Capital Region	$799,000	0.62	5	3.58	8.83	31.55	11.80602007	-36.63357702	149.8696662
Clarence Valley	Coffs Harbour - Grafton	$850,000	-0.81	4	3.72	9.17	34.13	9.492868463	-29.46940585	153.3574063
Port Stephens	Hunter Valley exc Newcastle	$599,000	3.17	10	5.40	7.11	38.41	10.7804878	-32.76661277	152.0748174
Port Stephens	Hunter Valley exc Newcastle	$950,000	2.04	4	3.28	14.09	46.23	10.7804878	-32.76661277	152.0748174
Leichhardt	Sydney - Inner West	$975,000	5.77	8	2.93	6.46	18.91	8.114754098	-33.87979188	151.1716983
Leichhardt	Sydney - Inner West	$2,304,750	4.25	6	2.59	13.34	40.81	8.114754098	-33.87979188	151.1716983
Dural - Wisemans Ferry	Sydney - Baulkham Hills and Hawkesbury	$2,254,000	7.53	10	1.82	15.34	27.92	10.83333333	-33.65546995	150.9418276
Wollondilly	Sydney - Outer South West	$1,087,600	5.00	7	3.00	7.92	23.73	10.58823529	-34.21177895	150.8057407
Kempsey - Nambucca	Mid North Coast	$839,000	-2.22	6	3.99	8.99	35.85	12	-30.91827142	153.064245
Queanbeyan	Capital Region	$770,000	1.58	3	3.47	11.71	40.58	7.232142857	-35.64406955	149.8194294
Dural - Wisemans Ferry	Sydney - Baulkham Hills and Hawkesbury	$1,879,000	7.53	10	1.62	14.74	23.85	10.83333333	-33.60679534	151.0747205
Lake Macquarie - West	Newcastle and Lake Macquarie	$825,000	3.11	9	3.80	8.60	38.71	11.39175258	-33.05872282	151.5814218
Armidale	New England and North West	$510,000	7.37	2	5.20	5.63	29.29	6.451612903	-30.57253124	151.5367715
Lachlan Valley	Central West	$450,000	7.69	8	4.88	8.38	40.88	9.534883721	-34.33431027	146.8738512
Lake Macquarie - East	Newcastle and Lake Macquarie	$608,400	2.36	13	4.41	7.27	32.08	10.32608696	-32.93551418	151.6321794
Lake Macquarie - East	Newcastle and Lake Macquarie	$850,000	3.89	8	3.82	10.43	47.04	10.32608696	-32.93551418	151.6321794
Kempsey - Nambucca	Mid North Coast	$812,400	-2.22	6	3.25	12.49	47.98	12	-30.60550913	152.6859005
Wagga Wagga	Riverina	$450,000	4.76	6	4.88	6.52	31.82	9.298245614	-34.30323309	147.2175502
Dubbo	Far West and Orana	$290,000	2.59	7	9.75	2.93	28.55	7.576791809	-31.45449447	148.4185603
Armidale	New England and North West	$330,000	4.62	8	4.94	3.88	19.19	6.451612903	-30.50195708	151.6712506
Armidale	New England and North West	$570,000	7.37	2	4.56	5.95	32.12	6.451612903	-30.50195708	151.6712506
Kogarah - Rockdale	Sydney - Inner South West	$767,600	7.69	5	5.30	6.08	32.24	9.050025265	-33.93866975	151.1477691
Kogarah - Rockdale	Sydney - Inner South West	$1,828,500	10.88	6	2.44	14.40	41.54	9.050025265	-33.93866975	151.1477691
Coffs Harbour	Coffs Harbour - Grafton	$875,000	2.47	4	3.89	19.71	76.56	10	-30.05201022	153.1908432
Coffs Harbour	Coffs Harbour - Grafton	$875,000	2.47	4	3.89	8.82	34.25	10	-30.06714589	153.1950289
Chatswood - Lane Cove	Sydney - North Sydney and Hornsby	$1,071,200	4.06	7	3.42	7.36	25.16	10.78787879	-33.81190249	151.1847764
Chatswood - Lane Cove	Sydney - North Sydney and Hornsby	$3,500,000	6.85	5	2.13	24.60	61.98	10.78787879	-33.81190249	151.1847764
Strathfield - Burwood - Ashfield	Sydney - Inner West	$707,000	10.07	5	4.47	4.86	21.71	10.44	-33.9011627	151.117986
Strathfield - Burwood - Ashfield	Sydney - Inner West	$2,408,700	5.58	6	2.19	13.88	30.43	10.44	-33.9011627	151.117986
Clarence Valley	Coffs Harbour - Grafton	$775,000	-0.81	4	3.77	9.86	44.03	9.492868463	-29.44053677	153.184224
Clarence Valley	Coffs Harbour - Grafton	$775,000	-0.81	4	3.77	8.90	39.74	9.492868463	-29.38687553	153.1718331
Bringelly - Green Valley	Sydney - South West	$792,000	3.29	16	2.31	15.12	34.94	9.315789474	-33.91624783	150.8994151
Bringelly - Green Valley	Sydney - South West	$900,000	5.87	10	3.22	13.52	51.42	9.315789474	-33.91624783	150.8994151
Strathfield - Burwood - Ashfield	Sydney - Inner West	$842,400	10.07	5	3.81	7.41	28.22	10.44	-33.88948136	151.1244039
Strathfield - Burwood - Ashfield	Sydney - Inner West	$2,200,000	5.58	6	2.06	18.09	43.96	10.44	-33.88948136	151.1244039
Inverell - Tenterfield	New England and North West	$280,000	3.73	6	9.58	3.61	34.62	7.681818182	-29.29131488	151.1790224
Moree - Narrabri	New England and North West	$230,000	11.86	0	8.30	1.82	15.14	2	-29.26216951	149.7844293
Wagga Wagga	Riverina	$399,900	-3.42	9	5.25	6.32	33.18	9.298245614	-35.12445478	147.3323111
Wagga Wagga	Riverina	$425,000	4.76	6	5.53	6.46	35.73	9.298245614	-35.12445478	147.3323111
Maitland	Hunter Valley exc Newcastle	$499,000	-1.92	7	4.68	3.79	17.72	9.513718144	-32.77831452	151.599883
Maitland	Hunter Valley exc Newcastle	$880,000	4.90	7	3.88	6.60	30.26	9.513718144	-32.77831452	151.599883
Hornsby	Sydney - North Sydney and Hornsby	$695,000	3.42	12	3.80	6.29	23.90	11.0054582	-33.68820777	151.1167376
Hornsby	Sydney - North Sydney and Hornsby	$1,835,000	10.12	9	2.21	14.14	36.96	11.0054582	-33.68820777	151.1167376
Tamworth - Gunnedah	New England and North West	$520,000	13.92	7	4.97	5.24	26.06	5.12605042	-30.89967292	150.783721
Auburn	Sydney - Parramatta	$549,950	0.76	7	5.92	5.78	34.20	10.48965698	-33.85784284	151.0271434
Auburn	Sydney - Parramatta	$1,428,000	16.88	7	2.79	14.85	41.37	10.48965698	-33.85784284	151.0271434
Inverell - Tenterfield	New England and North West	$355,000	3.73	6	6.19	2.60	16.10	7.681818182	-29.82323457	151.035851
Wollongong	Illawarra	$1,190,000	0.69	9	2.70	7.86	21.26	11.00840336	-34.30196197	150.9280104
Wollongong	Illawarra	$1,800,000	1.21	3	2.69	12.02	32.37	11.00840336	-34.30196197	150.9280104
Bringelly - Green Valley	Sydney - South West	$1,010,000	5.87	10	3.48	8.40	29.26	9.315789474	-33.92046659	150.8117548
Bringelly - Green Valley	Sydney - South West	$795,800	3.29	16	0.00	0.00	16.77	9.315789474	-33.92046659	150.8117548
Kempsey - Nambucca	Mid North Coast	$830,000	-2.22	6	3.31	9.28	36.36	12	-31.02215705	152.9238522
Pittwater	Sydney - Northern Beaches	$1,250,000	4.65	10	4.14	6.10	25.22	10.7470651	-33.62898328	151.3273269
Pittwater	Sydney - Northern Beaches	$2,950,000	3.40	8	2.45	17.37	50.38	10.7470651	-33.62898328	151.3273269
Southern Highlands	Southern Highlands and Shoalhaven	$1,435,500	-8.58	6	3.38	8.67	29.32	9.670570313	-34.59086726	150.4749801
Gosford	Central Coast	$1,100,000	3.50	10	2.82	8.40	23.67	11.9047619	-33.46738163	151.4245163
Gosford	Central Coast	$1,590,000	5.31	13	2.88	10.83	31.20	11.9047619	-33.46738163	151.4245163
Dapto - Port Kembla	Illawarra	$675,000	8.66	4	4.08	6.81	27.74	11.62849873	-34.52160559	150.7476715
Dapto - Port Kembla	Illawarra	$800,000	6.99	8	4.03	8.54	34.40	11.62849873	-34.52160559	150.7476715
Snowy Mountains	Capital Region	$1,295,000	-6.09	8	4.66	5.24	24.43	10.76923077	-36.40199494	148.7203252
Lake Macquarie - West	Newcastle and Lake Macquarie	$825,000	3.11	9	3.69	7.70	28.42	11.39175258	-33.02405017	151.538051
Southern Highlands	Southern Highlands and Shoalhaven	$1,179,815	-8.58	6	3.93	8.02	31.51	9.670570313	-34.42430669	150.4948859
Moree - Narrabri	New England and North West	$250,000	11.86	0	7.97	2.40	19.11	2	-30.57029201	149.9349161
Richmond Valley - Hinterland	Richmond - Tweed	$459,000	9.04	8	4.61	4.48	20.65	9.523809524	-28.76198316	153.0260955
Southern Highlands	Southern Highlands and Shoalhaven	$1,179,815	-8.58	6	3.93	7.24	28.43	9.670570313	-34.43996026	150.4824505
Armidale	New England and North West	$510,000	7.37	2	5.20	5.44	28.29	6.451612903	-30.6189482	151.2852607
Lake Macquarie - West	Newcastle and Lake Macquarie	$886,050	3.11	9	3.68	9.28	40.33	11.39175258	-33.09446864	151.5522732
South Coast	Capital Region	$1,050,000	0.62	5	3.83	9.95	38.10	11.80602007	-36.91017496	149.8431307
Manly	Sydney - Northern Beaches	$1,372,800	11.30	6	3.59	6.98	25.08	12.10059172	-33.79458567	151.2612875
Manly	Sydney - Northern Beaches	$3,111,000	-1.19	9	2.73	19.05	61.54	12.10059172	-33.79458567	151.2612875
Manly	Sydney - Northern Beaches	$4,056,000	-1.19	9	3.21	12.66	48.01	12.10059172	-33.80768777	151.2651495
Wollongong	Illawarra	$1,400,000	1.21	3	2.95	11.78	34.72	11.00840336	-34.38688106	150.8710336
Wollongong	Illawarra	$990,000	0.69	9	3.82	7.53	28.75	11.00840336	-34.38688106	150.8710336
Dubbo	Far West and Orana	$290,000	2.59	7	9.75	2.89	28.19	7.576791809	-31.88249515	148.6259061
Upper Murray exc. Albury	Murray	$599,000	6.52	10	4.14	7.54	31.24	9.215686275	-35.80457435	146.5050095
Dubbo	Far West and Orana	$675,000	2.59	7	3.32	6.31	20.95	7.576791809	-32.17829028	148.8849985
Richmond Valley - Coastal	Richmond - Tweed	$649,000	0.66	3	4.40	10.44	45.91	12.01834862	-28.83444567	153.5617824
Richmond Valley - Coastal	Richmond - Tweed	$920,000	9.09	8	3.96	14.77	58.44	12.01834862	-28.83444567	153.5617824
Leichhardt	Sydney - Inner West	$1,450,000	5.77	8	2.76	8.03	22.12	8.114754098	-33.85831963	151.18103
Leichhardt	Sydney - Inner West	$2,561,500	4.25	6	2.33	13.16	36.20	8.114754098	-33.85831963	151.18103
Leichhardt	Sydney - Inner West	$1,460,000	5.77	8	2.57	8.27	21.28	8.114754098	-33.85707073	151.1921288
Leichhardt	Sydney - Inner West	$2,700,000	4.25	6	2.34	14.32	39.57	8.114754098	-33.85707073	151.1921288
Lake Macquarie - West	Newcastle and Lake Macquarie	$899,000	3.11	9	3.98	7.16	28.47	11.39175258	-33.04631251	151.5800355
Southern Highlands	Southern Highlands and Shoalhaven	$920,000	-8.58	6	3.69	6.40	23.63	9.670570313	-34.30172251	150.5149962
Lower Murray	Murray	$372,000	20.31	8	9.98	4.21	42.04	8.333333333	-34.33464087	143.514248
Lower Hunter	Hunter Valley exc Newcastle	$775,000	4.84	9	3.62	7.91	28.64	9.696969697	-32.27724427	151.7155508
Shoalhaven	Southern Highlands and Shoalhaven	$785,000	3.80	6	3.99	5.44	21.71	11.86666667	-34.84236135	150.5521108
Richmond Valley - Coastal	Richmond - Tweed	$880,000	0.66	3	1.59	14.74	23.39	12.01834862	-28.68062158	153.5209863
Richmond Valley - Coastal	Richmond - Tweed	$1,650,000	9.09	8	3.80	10.08	45.30	12.01834862	-28.68062158	153.5209863
Young - Yass	Capital Region	$1,250,000	13.92	7	3.00	7.74	27.43	11.68674699	-34.76015717	148.9590468
Sutherland - Menai - Heathcote	Sydney - Sutherland	$1,580,800	7.59	11	3.36	9.48	31.88	9.141104294	-34.01672937	151.0324157
Sutherland - Menai - Heathcote	Sydney - Sutherland	$1,149,200	6.71	8	3.43	6.75	23.19	9.141104294	-34.01672937	151.0324157
Kogarah - Rockdale	Sydney - Inner South West	$1,886,000	10.88	6	2.55	13.94	35.62	9.050025265	-33.94641779	151.1461064
Kogarah - Rockdale	Sydney - Inner South West	$690,000	7.69	5	5.12	5.56	28.50	9.050025265	-33.94641779	151.1461064
Botany	Sydney - City and Inner South	$749,000	12.50	7	0.00	0.00	28.51	8.433179724	-33.95676142	151.2148949
Bankstown	Sydney - Inner South West	$549,950	13.79	9	5.83	6.54	38.12	9.958333333	-33.91981495	151.0356139
Bankstown	Sydney - Inner South West	$1,497,500	12.71	13	2.51	18.95	47.65	9.958333333	-33.91981495	151.0356139
Goulburn - Mulwaree	Capital Region	$790,000	3.33	1	3.78	5.18	19.54	8.235294118	-34.61234071	149.4883744
Tweed Valley	Richmond - Tweed	$730,000	12.38	6	4.43	10.16	45.02	15.89673913	-28.22442789	153.5405768
Tweed Valley	Richmond - Tweed	$1,050,000	13.45	6	3.78	14.11	63.09	15.89673913	-28.22442789	153.5405768
Newcastle	Newcastle and Lake Macquarie	$860,050	6.15	6	3.95	6.05	23.90	10.21978022	-32.93906614	151.7684507
Newcastle	Newcastle and Lake Macquarie	$1,850,000	6.36	5	2.23	12.37	27.58	10.21978022	-32.93906614	151.7684507
Gosford	Central Coast	$825,000	5.31	13	2.13	20.96	44.73	11.9047619	-33.49827051	151.1770469
Dubbo	Far West and Orana	$295,000	2.59	7	7.40	4.09	30.26	7.576791809	-30.913456	149.1098085
Sydney Inner City	Sydney - City and Inner South	$3,400,000	1.62	9	0.00	0.00	31.50	7.774774775	-33.86016918	151.2015156
Sutherland - Menai - Heathcote	Sydney - Sutherland	$1,820,000	7.59	11	3.33	8.93	29.68	9.141104294	-34.03516926	151.0052262
Sutherland - Menai - Heathcote	Sydney - Sutherland	$1,149,200	6.71	8	3.43	5.66	19.43	9.141104294	-34.03516926	151.0052262
Campbelltown (NSW)	Sydney - Outer South West	$1,020,000	8.16	11	4.48	5.85	26.24	10.20357942	-33.9772607	150.8601614
Campbelltown (NSW)	Sydney - Outer South West	$790,000	5.54	9	0.00	0.00	15.04	10.20357942	-33.9772607	150.8601614
Kogarah - Rockdale	Sydney - Inner South West	$690,000	7.69	5	4.52	5.18	23.39	9.050025265	-33.93588396	151.1240785
Kogarah - Rockdale	Sydney - Inner South West	$1,900,000	10.88	6	2.38	13.39	31.90	9.050025265	-33.93588396	151.1240785
Kogarah - Rockdale	Sydney - Inner South West	$769,000	7.69	5	5.25	5.98	31.43	9.050025265	-33.93771519	151.1324127
Kogarah - Rockdale	Sydney - Inner South West	$1,880,000	10.88	6	2.46	13.95	34.25	9.050025265	-33.93771519	151.1324127
Griffith - Murrumbidgee (West)	Riverina	$339,000	14.67	8	5.83	4.25	24.79	6.538461538	-34.19351211	146.6082183
Wollondilly	Sydney - Outer South West	$980,000	5.00	7	3.13	9.27	28.98	10.58823529	-34.28707056	150.576898
Wollondilly	Sydney - Outer South West	$510,000	10.17	5	2.50	6.23	15.59	10.58823529	-34.28707056	150.576898
Upper Murray exc. Albury	Murray	$445,000	6.52	10	5.44	5.31	28.90	9.215686275	-35.60550905	144.2103858
Richmond Valley - Hinterland	Richmond - Tweed	$550,000	9.04	8	4.59	10.58	48.54	9.523809524	-28.53281413	153.1185789
Wagga Wagga	Riverina	$299,000	4.76	6	12.48	3.76	46.98	9.298245614	-34.12291162	147.403802
Lake Macquarie - West	Newcastle and Lake Macquarie	$850,000	3.11	9	4.17	7.38	30.81	11.39175258	-32.92948904	151.5858676
Upper Murray exc. Albury	Murray	$295,000	-1.43	10	5.11	3.37	17.22	9.215686275	-35.90968567	145.7113992
Upper Murray exc. Albury	Murray	$499,000	6.52	10	4.77	5.68	27.06	9.215686275	-35.90968567	145.7113992
Tamworth - Gunnedah	New England and North West	$285,000	13.92	7	7.03	4.65	32.69	5.12605042	-30.38609682	150.5574604
Kiama - Shellharbour	Illawarra	$699,000	5.04	5	4.32	7.89	34.08	12.16494845	-34.56291136	150.8546196
Kiama - Shellharbour	Illawarra	$860,000	9.14	7	3.85	10.66	41.02	12.16494845	-34.56291136	150.8546196
Kiama - Shellharbour	Illawarra	$950,000	5.04	5	4.81	6.51	31.32	12.16494845	-34.56367049	150.8687549
Kiama - Shellharbour	Illawarra	$1,350,000	9.14	7	3.33	11.07	43.57	12.16494845	-34.56367049	150.8687549
Kempsey - Nambucca	Mid North Coast	$830,000	-2.22	6	3.31	11.11	36.80	12	-30.87284086	152.9252567
South Coast	Capital Region	$995,000	0.62	5	3.58	10.95	39.18	11.80602007	-36.5036501	150.0522269
Shoalhaven	Southern Highlands and Shoalhaven	$1,475,370	3.80	6	3.12	9.46	29.53	11.86666667	-34.68569512	150.5201469
Taree - Gloucester	Mid North Coast	$595,000	0.81	6	4.54	6.64	35.66	10.77102027	-31.99750156	151.8875129
Orange	Central West	$620,000	-1.48	8	4.44	6.62	29.42	8.846376812	-33.64971833	149.2732497
Young - Yass	Capital Region	$529,000	13.92	7	4.90	3.77	18.49	11.68674699	-34.44824627	148.4930798
Shoalhaven	Southern Highlands and Shoalhaven	$799,999	3.80	6	4.07	9.18	44.21	11.86666667	-35.09298889	150.5576991
Bankstown	Sydney - Inner South West	$831,600	13.79	9	3.61	9.97	35.96	9.958333333	-33.90029635	150.9977513
Bankstown	Sydney - Inner South West	$1,390,800	12.71	13	3.35	15.21	50.94	9.958333333	-33.90029635	150.9977513
Wyong	Central Coast	$670,000	-0.66	7	3.78	7.88	29.81	11.7721519	-33.38477844	151.471785
Wyong	Central Coast	$1,200,000	5.52	9	2.89	12.90	44.07	11.7721519	-33.38477844	151.471785
South Coast	Capital Region	$490,000	0.95	7	4.70	6.70	31.49	11.80602007	-35.73549286	150.2008558
South Coast	Capital Region	$790,000	0.62	5	3.29	11.17	43.44	11.80602007	-35.73549286	150.2008558
South Coast	Capital Region	$650,000	0.95	7	4.70	9.56	44.90	11.80602007	-35.70862698	150.1573402
South Coast	Capital Region	$830,000	0.62	5	3.67	15.42	56.66	11.80602007	-35.70862698	150.1573402
Bathurst	Central West	$500,000	5.68	11	4.36	6.25	27.28	8.857142857	-33.41896617	149.5790383
Bathurst	Central West	$650,000	3.94	3	3.76	8.74	38.88	8.857142857	-33.41896617	149.5790383
Tumut - Tumbarumba	Riverina	$399,000	5.62	8	5.45	5.18	28.22	10.4570185	-35.55717643	148.1635896
Baulkham Hills	Sydney - Baulkham Hills and Hawkesbury	$848,400	-1.33	7	3.49	6.36	22.22	13.73684211	-33.75376752	150.9835038
Baulkham Hills	Sydney - Baulkham Hills and Hawkesbury	$1,964,210	7.38	5	2.08	12.82	26.66	13.73684211	-33.75376752	150.9835038
Goulburn - Mulwaree	Capital Region	$790,000	3.33	1	3.78	5.35	20.19	8.235294118	-34.70992502	149.6374495
Shoalhaven	Southern Highlands and Shoalhaven	$995,000	3.80	6	3.09	12.13	37.51	11.86666667	-35.5078744	150.3837141
Pittwater	Sydney - Northern Beaches	$1,940,000	4.65	10	3.37	9.06	30.51	10.7470651	-33.6605926	151.2923446
Pittwater	Sydney - Northern Beaches	$3,000,000	3.40	8	2.60	23.11	71.09	10.7470651	-33.6605926	151.2923446
Warringah	Sydney - Northern Beaches	$1,500,000	8.00	11	1.81	9.14	16.56	11.07925801	-33.75146303	151.2590121
Warringah	Sydney - Northern Beaches	$2,375,400	5.00	6	2.54	12.46	31.67	11.07925801	-33.75146303	151.2590121
Sydney Inner City	Sydney - City and Inner South	$936,000	1.62	9	5.43	4.83	26.25	7.774774775	-33.91139281	151.2005599
Sydney Inner City	Sydney - City and Inner South	$2,350,000	4.39	10	2.78	12.41	40.84	7.774774775	-33.91139281	151.2005599
Shoalhaven	Southern Highlands and Shoalhaven	$1,475,370	3.80	6	3.12	10.41	32.47	11.86666667	-34.7792269	150.5747587
Rouse Hill - McGraths Hill	Sydney - Baulkham Hills and Hawkesbury	$1,843,250	1.76	6	2.63	9.05	23.77	10.35294118	-33.6977557	150.9405757
Wagga Wagga	Riverina	$299,000	4.76	6	12.48	2.89	36.08	9.298245614	-34.28902336	146.952565
Tamworth - Gunnedah	New England and North West	$520,000	13.92	7	4.97	4.75	23.62	5.12605042	-31.00265965	150.7266262
Lachlan Valley	Central West	$500,000	7.69	8	4.76	5.56	26.45	9.534883721	-33.33165819	147.7049353
Port Macquarie	Mid North Coast	$695,000	4.38	6	4.50	7.13	32.08	9.647058824	-31.44509379	152.6586025
Pennant Hills - Epping	Sydney - Ryde	$1,020,000	0.12	8	2.20	9.09	19.99	9.847440703	-33.75349136	151.0615523
Pennant Hills - Epping	Sydney - Ryde	$2,600,750	4.86	6	2.06	13.86	33.76	9.847440703	-33.75349136	151.0615523
Griffith - Murrumbidgee (West)	Riverina	$480,000	14.67	8	3.90	5.46	21.31	6.538461538	-34.239151	146.1088313
South Coast	Capital Region	$650,000	0.95	7	3.30	8.57	28.28	11.80602007	-36.68554898	149.843507
South Coast	Capital Region	$685,000	0.62	5	4.67	8.33	38.89	11.80602007	-36.68554898	149.843507
Taree - Gloucester	Mid North Coast	$815,000	0.81	6	3.38	13.40	45.29	10.77102027	-31.97928865	152.1729313
Canterbury	Sydney - Inner South West	$650,000	10.00	6	5.07	5.79	29.38	10.29411765	-33.90423671	151.0855703
Canterbury	Sydney - Inner South West	$1,860,000	9.87	10	2.29	17.52	40.15	10.29411765	-33.90423671	151.0855703
Lower Hunter	Hunter Valley exc Newcastle	$820,000	4.84	9	4.54	4.28	19.40	9.696969697	-32.6689788	151.2904941
Orange	Central West	$799,900	-1.48	8	4.11	4.84	19.89	8.846376812	-33.10597602	149.0404513
Wollondilly	Sydney - Outer South West	$1,249,370	5.00	7	2.08	12.51	30.73	10.58823529	-34.0832771	150.5401875
Baulkham Hills	Sydney - Baulkham Hills and Hawkesbury	$1,173,000	-1.33	7	3.17	5.80	18.39	13.73684211	-33.74034125	150.9562297
Baulkham Hills	Sydney - Baulkham Hills and Hawkesbury	$2,400,000	7.38	5	2.12	11.33	24.04	13.73684211	-33.74034125	150.9562297
Wollongong	Illawarra	$1,090,000	1.21	3	3.26	15.12	49.32	11.00840336	-34.36919067	150.9191456
Wollongong	Illawarra	$600,000	0.69	9	4.06	8.45	34.31	11.00840336	-34.36919067	150.9191456
